cliente_id,genero,edad,ubicacion,frecuencia_compra,promedio_gasto,dias_desde_ultima_compra,tiempo_promedio_sesion,paginas_vistas_promedio,nivel_satisfaccion,carritos_abandonados,total_compras,email_abierto_30d,cliente_abandona,dias_registro,usa_movil,uso_cupon,visitas_semana,metodo_pago
30882,F,27,Machala,0.61,28.36,18,342,12,2,1,94,4,No,1843,1,1,0,Transferencia
30883,F,49,Riobamba,0.33,48.68,97,502,8,4,1,44,6,No,978,0,0,12,Tarjeta
30884,M,56,Tena,2.54,22.08,99,302,3,2,2,40,6,No,873,1,1,14,Efectivo
30885,M,30,Esmeraldas,1.67,75.45,26,555,17,1,1,2,7,No,839,0,1,7,PayPal
30886,M,60,Macas,0.24,48.01,46,345,11,2,1,20,3,No,1066,0,0,8,Efectivo
30887,M,33,Puerto Baquerizo Moreno,0.85,60.14,110,562,9,2,0,68,1,Sí,1282,0,1,3,PayPal
30888,M,41,Nueva Loja,0.23,33.29,8,338,16,2,0,82,7,No,1318,0,0,14,PayPal
30889,M,25,Manabí,3.48,33.8,119,532,7,5,0,60,0,Sí,1386,0,1,1,Tarjeta
30890,M,45,Riobamba,2.25,33.33,118,301,13,2,3,88,4,No,88,1,1,4,PayPal
30891,M,62,Azogues,2.65,22.98,2,63,10,1,1,88,1,No,175,0,1,13,PayPal
30892,M,22,El Oro,1.4,70.8,74,234,15,4,1,43,5,No,1900,1,0,13,Tarjeta
30893,F,53,Francisco de Orellana,0.79,20.64,11,256,11,3,3,84,3,No,312,0,1,2,Tarjeta
30894,F,34,Guayas,1.12,22.78,27,66,3,5,1,46,6,No,1047,0,1,4,Efectivo
30895,F,46,Puyo,1.12,59.96,37,154,3,1,2,6,3,Sí,1758,0,1,6,Transferencia
30896,M,28,Napo,1.14,57.51,10,369,1,2,0,97,2,No,634,0,0,1,Transferencia
30897,F,52,Esmeraldas,5.92,47.66,28,207,11,5,2,72,5,No,1938,0,0,3,Tarjeta
30898,F,69,Cuenca,1.61,55.72,32,306,8,3,4,28,3,Sí,600,1,0,7,PayPal
30899,M,51,Galápagos,1.69,28.38,19,136,13,2,1,67,4,No,1172,0,0,3,PayPal
30900,F,18,Machala,9.76,52.1,22,296,6,4,1,98,0,No,1078,0,0,10,PayPal
30901,M,23,Zamora,4.68,48.31,27,373,17,1,2,52,4,No,56,1,1,10,Efectivo
30902,M,38,Guayas,1.32,25.84,10,133,12,3,2,25,2,No,564,0,0,12,Tarjeta
30903,F,55,Puerto Baquerizo Moreno,4.06,53.12,65,140,14,4,2,66,1,No,1809,0,0,4,Tarjeta
30904,F,48,Azuay,1.4,68.46,30,293,2,5,3,36,8,Sí,1552,1,1,5,Efectivo
30905,M,29,Morona Santiago,10.25,54.22,110,84,17,1,1,6,4,No,1752,0,1,10,Efectivo
30906,M,33,Babahoyo,1.36,41.19,22,309,15,3,1,37,3,Sí,1164,0,1,11,Tarjeta
30907,M,56,Chimborazo,0.13,52.14,26,486,2,2,0,93,2,No,1231,1,0,4,Transferencia
30908,F,47,El Oro,3.5,60.12,117,583,7,1,4,31,0,No,1587,1,0,2,Efectivo
30909,F,58,Latacunga,1.55,39.47,113,570,1,4,1,2,4,Sí,706,1,1,6,PayPal
30910,F,20,Macas,0.9,13.26,86,135,9,1,2,36,2,No,1214,1,0,0,PayPal
30911,F,63,Nueva Loja,0.08,-0.27,109,210,16,1,3,63,8,No,397,1,1,8,Transferencia
30912,F,52,Zamora Chinchipe,0.24,44.53,72,368,1,2,1,46,9,Sí,1126,0,0,14,Transferencia
30913,F,67,Zamora,1.28,12.4,8,206,14,5,1,18,5,No,278,0,1,6,Transferencia
30914,M,18,Cotopaxi,2.5,38.65,116,293,17,1,0,36,2,No,227,0,0,8,PayPal
30915,M,65,Nueva Loja,0.19,60.36,22,586,18,2,1,84,5,Sí,1735,1,0,13,Transferencia
30916,M,54,Santa Elena,0.21,25.18,30,387,17,2,1,67,9,No,214,0,1,7,Tarjeta
30917,M,50,Guayaquil,1.05,58.04,6,488,19,4,1,12,9,No,443,0,0,4,Tarjeta
30918,F,58,Riobamba,3.22,46.67,50,304,6,4,2,79,8,No,44,0,1,10,Tarjeta
30919,F,65,Esmeraldas,0.57,39.65,111,360,19,5,2,47,0,No,1739,1,1,11,Efectivo
30920,F,61,Cotopaxi,1.34,11.31,119,243,3,5,1,91,9,Sí,1634,0,1,12,Efectivo
30921,F,26,Santo Domingo de los Tsáchilas,4.43,68.05,110,102,2,2,0,37,5,No,179,1,0,10,PayPal
30922,F,66,Babahoyo,3.85,29.62,90,449,13,4,0,6,3,Sí,820,1,1,5,Efectivo
30923,F,57,Napo,0.73,46.67,46,216,9,3,1,61,5,No,788,0,0,9,Tarjeta
30924,M,46,Santo Domingo de los Tsáchilas,0.9,42.13,75,551,5,1,2,1,8,No,467,1,0,11,Tarjeta
30925,M,66,Manabí,4.35,54.74,20,259,10,3,1,58,6,No,1907,0,1,10,Efectivo
30926,M,52,Carchi,0.39,34.34,59,515,14,2,1,10,9,No,1991,0,1,13,PayPal
30927,M,52,Esmeraldas,0.03,62.33,119,277,18,4,1,50,9,Sí,1366,1,1,6,Tarjeta
30928,F,38,Los Ríos,5.21,46.09,90,240,14,1,3,62,9,No,836,1,1,6,Transferencia
30929,M,41,Puerto Baquerizo Moreno,5.18,65.76,62,137,10,3,6,99,1,Sí,1073,0,1,7,Tarjeta
30930,F,24,Ibarra,5.1,30.54,115,550,9,1,1,95,9,No,1034,0,1,1,Efectivo
30931,F,45,Francisco de Orellana,0.51,70.5,23,586,13,5,1,46,5,Sí,857,0,1,10,PayPal
30932,M,33,Riobamba,6.14,34.52,45,366,16,1,0,67,4,No,147,1,0,6,Tarjeta
30933,F,63,Riobamba,2.61,32.28,34,62,17,4,2,83,8,Sí,1057,0,1,7,PayPal
30934,F,19,Zamora Chinchipe,2.36,35.42,50,492,10,4,2,53,6,No,597,0,0,4,Efectivo
30935,F,34,Santo Domingo de los Tsáchilas,1.23,19.48,80,516,16,3,1,3,5,No,1899,1,1,10,Transferencia
30936,F,35,Napo,3.87,14.36,103,325,14,1,2,74,0,No,590,0,0,10,Transferencia
30937,F,51,Zamora Chinchipe,3.56,37.23,14,597,4,3,3,72,2,Sí,483,1,0,3,Transferencia
30938,F,62,Pastaza,0.11,47.18,55,148,6,1,3,95,2,No,678,0,1,4,Efectivo
30939,F,23,Latacunga,0.81,30.35,94,153,10,2,2,90,1,Sí,1106,0,1,11,Efectivo
30940,M,36,Santa Elena,2.96,18.16,47,481,19,2,0,66,3,No,1633,0,0,10,Tarjeta
30941,M,34,Manabí,2.55,24.67,119,410,17,2,2,25,9,Sí,477,1,0,3,Transferencia
30942,F,31,Bolívar,2.52,65.44,91,124,15,5,2,53,7,No,839,1,1,3,Efectivo
30943,M,49,Cotopaxi,0.68,48.75,51,385,2,5,5,13,5,No,527,0,1,13,Efectivo
30944,F,18,Ibarra,3.11,22.13,95,331,1,1,2,2,6,No,597,0,1,5,Efectivo
30945,M,59,Nueva Loja,1.16,30.22,88,394,9,3,0,53,4,No,104,1,1,10,Transferencia
30946,F,24,Quito,1.51,37.49,38,506,8,1,2,89,6,Sí,1426,1,0,6,Tarjeta
30947,M,63,Manabí,0.25,28.91,50,296,15,2,1,25,3,No,1823,0,1,13,Efectivo
30948,F,55,Machala,1.21,50.53,40,145,18,3,2,53,2,No,1607,1,1,3,Efectivo
30949,M,55,Bolívar,2.43,46.52,78,64,13,3,3,97,0,No,1049,1,0,8,Transferencia
30950,F,19,Ibarra,0.43,60.92,28,247,2,2,0,47,9,No,490,0,1,6,Transferencia
30951,M,56,Francisco de Orellana,0.47,58.82,4,572,14,3,1,17,6,No,826,0,0,3,Efectivo
30952,M,59,Azuay,1.83,61.48,11,566,10,2,1,51,9,No,711,1,1,6,PayPal
30953,M,66,Puyo,1.43,15.9,43,370,7,5,2,20,9,No,205,1,1,10,Efectivo
30954,M,65,Pichincha,1.91,17.73,40,497,14,5,3,23,3,No,1885,1,0,14,Transferencia
30955,M,18,Pastaza,1.5,46.67,112,395,18,1,1,63,7,No,306,0,0,12,PayPal
30956,F,20,Los Ríos,0.19,51.93,119,397,1,1,1,42,7,No,1118,0,0,13,Transferencia
30957,M,66,Carchi,0.33,33.02,47,229,1,4,2,49,9,No,1681,0,0,13,Tarjeta
30958,F,53,Pastaza,0.53,74.04,61,127,18,2,1,37,2,Sí,1430,1,0,9,Tarjeta
30959,M,41,Azogues,1.13,37.63,98,62,10,2,0,19,9,No,1714,1,1,9,Tarjeta
30960,M,42,Ambato,0.38,43.54,6,594,6,5,5,93,8,No,1501,1,0,12,Efectivo
30961,M,34,Cañar,1.25,27.17,58,554,17,2,1,7,6,Sí,1307,1,0,4,Tarjeta
30962,M,23,Tulcán,0.87,31.71,112,296,7,1,1,69,7,No,1189,0,1,6,Transferencia
30963,F,63,Santa Elena,1.08,35.45,17,300,16,3,3,4,7,No,157,1,0,10,Efectivo
30964,M,32,Carchi,1.35,26.8,64,501,6,2,1,76,9,Sí,886,0,0,2,Tarjeta
30965,M,25,Puerto Baquerizo Moreno,2.8,40.68,42,165,15,3,2,30,2,No,162,1,0,6,Efectivo
30966,F,66,Pichincha,0.15,55.61,45,327,5,1,3,61,2,Sí,1349,1,1,4,Tarjeta
30967,F,40,Babahoyo,0.16,54.61,58,523,13,1,1,36,2,No,1161,1,0,6,Tarjeta
30968,M,49,Quito,6.52,33.93,101,542,5,4,0,70,8,No,1822,1,1,14,PayPal
30969,F,35,Chimborazo,0.3,29.08,110,189,16,3,1,89,7,No,1093,1,1,1,Tarjeta
30970,M,42,Machala,0.82,66.14,9,411,7,5,3,27,5,No,1530,1,0,3,Tarjeta
30971,F,45,Chimborazo,1.24,39.53,30,118,19,1,4,52,9,No,1488,1,0,12,Transferencia
30972,F,20,Imbabura,4.02,54.47,113,456,9,5,1,53,4,No,736,1,1,14,Transferencia
30973,F,66,Machala,0.87,35.1,51,442,12,2,2,8,3,No,447,0,1,8,Efectivo
30974,M,57,Chimborazo,0.53,65.35,14,132,18,3,1,60,4,No,1592,0,1,3,Transferencia
30975,M,62,Chimborazo,1.24,39.08,49,519,19,4,0,67,7,Sí,1663,0,0,7,Transferencia
30976,M,41,Ibarra,0.55,33.6,12,199,2,1,1,31,0,No,71,1,0,12,PayPal
30977,M,55,Imbabura,2.01,45.84,0,396,9,1,3,55,3,No,969,0,1,0,PayPal
30978,M,63,Puyo,0.03,37.79,32,82,13,3,1,68,6,No,1835,0,0,0,PayPal
30979,F,61,Riobamba,2.3,72.01,116,356,15,4,1,47,5,No,156,1,1,0,Tarjeta
30980,F,35,Manabí,1.52,43.9,62,449,1,1,1,2,5,No,1380,0,0,2,Efectivo
30981,M,65,El Oro,0.4,47.49,91,497,3,2,0,31,6,Sí,325,0,1,10,PayPal
30982,F,39,Babahoyo,2.46,52.23,89,111,1,4,0,90,0,Sí,375,1,0,6,Transferencia
30983,F,43,Santo Domingo,4.07,26.75,87,282,8,5,1,88,0,No,758,1,1,1,Tarjeta
30984,F,23,Quito,0.05,56.84,39,401,5,4,2,93,0,Sí,1421,1,1,5,Efectivo
30985,F,42,Tulcán,1.12,55.85,108,389,12,3,2,84,5,Sí,626,1,0,10,Efectivo
30986,F,34,Cañar,1.06,55.3,108,594,7,1,2,60,1,No,398,1,1,4,PayPal
30987,M,32,Nueva Loja,2.43,44.35,4,320,18,1,0,63,6,No,569,1,1,11,Tarjeta
30988,F,54,Santa Elena,2.85,61.73,110,390,11,1,2,31,9,No,626,1,0,12,PayPal
30989,M,43,Francisco de Orellana,0.38,21.81,73,474,13,2,2,20,1,No,1513,1,1,8,Tarjeta
30990,F,26,Chimborazo,1.61,26.74,38,102,6,1,1,72,7,No,1759,1,0,1,Tarjeta
30991,F,67,Manabí,0.06,34.01,31,67,9,2,1,29,0,No,1283,0,0,11,PayPal
30992,M,25,Chimborazo,6.12,58.3,85,275,11,5,0,87,1,No,789,0,1,7,Efectivo
30993,F,53,El Oro,0.87,61.9,27,258,14,1,0,35,3,Sí,1875,0,0,13,Efectivo
30994,M,38,Nueva Loja,0.58,55.0,115,214,11,4,3,26,0,Sí,1294,0,0,3,Tarjeta
30995,M,39,Riobamba,0.53,28.19,80,90,17,4,1,76,8,Sí,1463,1,1,6,Transferencia
30996,M,58,Santo Domingo de los Tsáchilas,1.45,31.69,111,480,3,4,0,42,8,No,1952,0,1,0,Tarjeta
30997,F,66,Bolívar,0.54,28.55,84,240,4,5,1,75,3,Sí,1927,0,0,1,Transferencia
30998,M,69,Riobamba,0.27,35.49,69,563,12,2,1,49,7,No,1451,0,0,9,Tarjeta
30999,M,63,Imbabura,0.38,31.93,86,545,10,3,1,19,7,No,899,1,1,3,PayPal
31000,F,31,Puyo,1.97,68.48,43,108,7,4,2,55,9,No,1993,0,1,3,Efectivo
31001,M,60,Pichincha,4.74,40.5,109,106,11,3,0,22,0,No,1089,1,1,2,Tarjeta
31002,M,23,Azogues,1.05,23.69,18,141,2,4,1,2,5,Sí,714,0,0,9,Efectivo
31003,M,52,Guaranda,3.86,16.06,80,451,6,5,5,51,5,No,1627,0,0,14,Efectivo
31004,M,22,Machala,4.13,53.31,108,380,9,1,2,91,5,No,1144,1,0,13,Tarjeta
31005,F,20,Manabí,1.63,7.46,97,494,10,5,0,18,9,No,1012,1,0,8,PayPal
31006,F,67,Macas,1.39,14.85,4,556,3,1,0,55,3,No,1212,0,0,9,Transferencia
31007,F,67,Guayaquil,0.24,42.41,117,575,5,1,4,5,5,Sí,867,1,0,9,Transferencia
31008,M,40,Chimborazo,2.09,25.49,72,518,16,1,2,32,2,No,49,0,1,2,Efectivo
31009,M,46,Latacunga,2.44,20.91,94,320,8,1,1,59,0,Sí,465,1,0,2,PayPal
31010,F,34,Macas,0.45,29.29,17,123,2,1,2,63,8,Sí,1581,1,0,10,Tarjeta
31011,M,26,Tungurahua,1.76,43.09,44,159,5,4,2,74,9,Sí,112,0,1,4,PayPal
31012,F,31,Bolívar,2.73,49.65,60,573,3,1,0,60,7,No,1860,0,0,4,Tarjeta
31013,M,61,Bolívar,0.69,60.22,26,389,18,2,0,9,2,No,796,1,0,0,Efectivo
31014,M,67,Zamora,0.25,12.69,18,326,18,3,1,23,4,No,393,0,1,5,Efectivo
31015,M,57,Zamora,1.14,37.02,56,467,10,2,2,84,8,Sí,476,1,0,9,Tarjeta
31016,M,22,Puyo,0.55,47.29,115,553,12,3,1,35,0,Sí,43,0,0,10,Efectivo
31017,F,32,Babahoyo,2.17,43.38,109,224,1,4,1,80,1,No,412,1,1,5,Transferencia
31018,M,66,Latacunga,4.5,14.0,14,540,19,5,1,65,5,No,1749,1,0,0,Tarjeta
31019,M,47,Pichincha,1.02,25.0,7,265,8,5,1,82,2,No,605,1,0,7,PayPal
31020,F,50,Bolívar,0.01,31.46,110,309,8,2,2,35,6,No,83,1,0,2,Efectivo
31021,F,52,Zamora,1.41,28.9,50,356,6,1,1,9,8,No,988,0,1,2,Transferencia
31022,M,51,Tulcán,0.6,45.56,27,497,3,2,0,96,1,No,1216,1,1,11,Transferencia
31023,M,20,Morona Santiago,0.31,49.93,26,429,12,2,1,43,7,No,208,0,1,10,PayPal
31024,F,30,Nueva Loja,5.89,5.14,6,523,14,2,0,47,2,No,213,1,1,14,PayPal
31025,M,62,Manabí,1.6,9.84,32,421,13,3,1,14,4,No,1550,0,0,10,Efectivo
31026,F,33,Francisco de Orellana,10.31,58.84,64,287,10,1,1,44,4,No,1921,0,1,4,Tarjeta
31027,F,32,Machala,2.42,15.39,31,288,13,3,1,81,2,No,1446,1,0,8,PayPal
31028,F,18,Sucumbíos,1.8,47.44,75,387,18,5,3,2,9,No,1985,1,0,6,Transferencia
31029,M,23,Pastaza,0.05,31.09,110,484,19,5,0,25,2,No,546,1,0,9,Efectivo
31030,F,58,Manabí,1.41,77.71,22,561,17,5,1,65,1,No,1255,1,0,13,Transferencia
31031,F,60,Pichincha,0.03,36.37,29,354,2,3,0,8,6,No,1006,0,1,4,PayPal
31032,F,65,Pastaza,0.88,50.08,119,528,5,2,0,94,4,No,1167,0,0,7,Tarjeta
31033,M,34,Esmeraldas,2.26,45.86,28,430,10,4,2,87,9,No,143,1,1,13,Transferencia
31034,M,39,Nueva Loja,1.92,36.82,95,519,4,3,0,92,6,Sí,979,1,0,3,Transferencia
31035,F,26,Morona Santiago,1.53,15.71,15,109,3,3,2,20,1,No,1256,0,1,2,Tarjeta
31036,F,34,Cuenca,1.01,42.76,66,403,19,2,2,21,5,No,1128,0,1,6,PayPal
31037,F,50,Guaranda,1.89,71.66,34,75,3,2,2,22,1,Sí,213,0,0,8,Transferencia
31038,M,30,Quito,0.55,62.03,61,80,4,1,2,12,5,No,262,1,0,12,Tarjeta
31039,M,58,Riobamba,1.19,17.08,115,358,1,5,1,93,8,No,1615,0,0,7,Transferencia
31040,F,48,Quito,0.84,41.39,100,522,2,4,1,63,5,No,1197,0,1,6,Efectivo
31041,M,41,Pastaza,0.38,65.1,56,240,17,4,4,83,6,No,485,1,0,10,PayPal
31042,F,26,Tungurahua,0.49,48.6,21,195,15,5,1,30,3,Sí,1937,1,0,8,Transferencia
31043,F,42,Guaranda,0.61,28.44,62,511,18,2,2,64,9,No,1398,1,1,4,PayPal
31044,M,29,Zamora,2.53,19.54,98,349,4,3,1,6,5,Sí,1927,0,0,13,Efectivo
31045,M,31,Pichincha,0.27,48.01,58,368,6,1,1,23,1,Sí,1571,0,1,2,Efectivo
31046,M,35,Nueva Loja,6.11,47.01,116,389,16,1,1,92,9,Sí,426,0,0,11,Transferencia
31047,F,68,Zamora Chinchipe,4.25,17.41,21,249,1,2,3,55,7,No,733,1,1,2,PayPal
31048,F,38,Napo,0.48,58.29,19,163,5,1,1,77,0,No,1810,0,1,3,Transferencia
31049,F,65,Quito,1.22,23.42,48,523,19,3,4,94,8,Sí,1300,1,1,12,Tarjeta
31050,M,46,Manabí,2.77,56.24,60,158,9,5,1,30,9,No,1745,0,1,13,Tarjeta
31051,F,38,Los Ríos,1.81,58.41,35,486,10,1,4,26,3,Sí,1491,0,1,4,Efectivo
31052,M,39,Chimborazo,7.78,15.34,4,248,17,3,2,53,4,No,600,1,0,5,Efectivo
31053,M,59,Francisco de Orellana,2.9,37.49,49,581,15,5,1,31,6,Sí,588,1,0,9,Tarjeta
31054,M,26,Azuay,0.84,54.19,1,324,12,5,1,78,8,No,166,0,0,11,Tarjeta
31055,F,50,Azuay,2.12,50.68,7,212,17,3,5,43,0,No,630,1,0,3,PayPal
31056,F,66,Machala,2.56,41.5,116,98,8,3,2,49,9,No,1249,0,1,6,Tarjeta
31057,F,20,Machala,2.34,33.64,55,449,17,1,2,28,2,Sí,125,1,1,13,Transferencia
31058,M,38,Galápagos,4.66,35.39,79,195,10,4,0,56,9,No,1814,0,0,1,Efectivo
31059,M,18,Cañar,0.36,10.19,75,248,11,1,0,54,1,Sí,795,1,0,9,PayPal
31060,M,45,Tena,0.35,31.03,80,574,9,5,1,8,0,No,1838,1,0,8,Tarjeta
31061,F,68,Guayas,4.34,26.45,5,546,17,5,2,19,1,Sí,401,0,1,14,Tarjeta
31062,F,18,Portoviejo,0.3,18.3,81,482,16,3,1,89,3,No,800,1,1,4,Transferencia
31063,F,32,Napo,1.69,52.32,17,130,9,5,1,59,8,No,494,1,1,10,Transferencia
31064,F,49,Guaranda,3.13,52.65,16,182,13,1,1,91,7,No,686,1,1,7,PayPal
31065,M,53,Bolívar,0.61,45.65,53,354,7,5,2,71,1,No,1094,1,0,8,PayPal
31066,F,20,Ambato,4.25,34.94,82,213,15,3,1,25,3,No,1989,1,1,5,Efectivo
31067,M,56,Tulcán,1.5,57.46,28,440,5,3,4,37,1,No,233,0,0,1,Tarjeta
31068,F,23,Santa Elena,3.27,42.86,42,177,5,4,2,95,7,No,1069,1,0,11,PayPal
31069,F,55,Azuay,4.28,40.25,62,512,14,4,4,88,3,No,1849,0,1,10,Efectivo
31070,F,55,Azogues,0.66,58.56,104,307,16,2,2,68,0,No,1828,1,0,14,Transferencia
31071,M,18,Tulcán,0.3,34.12,44,273,17,1,1,98,6,No,1586,0,1,13,Efectivo
31072,F,57,Puerto Baquerizo Moreno,1.22,45.07,107,317,14,4,2,15,0,No,603,1,1,8,Efectivo
31073,M,51,Napo,0.68,29.46,11,288,4,4,1,82,8,No,464,0,1,10,Tarjeta
31074,M,58,Nueva Loja,0.08,36.65,84,154,9,2,3,83,5,No,626,0,1,0,Transferencia
31075,F,25,Bolívar,2.25,34.91,98,429,9,2,4,67,0,Sí,636,0,0,8,PayPal
31076,M,49,Santo Domingo,0.41,47.36,72,575,16,1,1,34,9,Sí,1523,0,1,4,PayPal
31077,F,41,Riobamba,2.01,52.04,27,551,16,4,1,20,5,No,226,1,1,6,PayPal
31078,F,41,Tena,2.45,64.24,59,260,10,2,2,26,8,No,862,1,0,10,Efectivo
31079,F,58,Ambato,4.29,41.74,27,441,1,1,1,80,4,Sí,1333,1,1,2,Tarjeta
31080,M,32,Machala,0.71,22.37,100,66,19,2,2,92,1,Sí,1829,0,1,0,PayPal
31081,F,63,Puyo,0.54,49.23,64,484,11,5,2,83,5,No,1091,0,0,13,Tarjeta
31082,M,45,Santo Domingo de los Tsáchilas,0.37,31.24,94,301,3,5,1,70,9,No,1384,1,0,12,Transferencia
31083,M,28,Carchi,0.68,31.71,94,460,11,1,5,63,1,No,1609,1,1,2,Tarjeta
31084,M,64,Guaranda,0.16,36.99,22,413,15,1,2,95,9,No,170,0,0,1,Transferencia
31085,F,67,Azuay,0.59,34.26,71,67,17,1,5,93,7,No,1836,0,0,3,Efectivo
31086,F,63,Cotopaxi,0.76,37.48,92,216,9,4,1,39,5,No,1366,1,0,10,Tarjeta
31087,M,69,Manabí,1.25,32.42,64,442,4,3,1,81,5,Sí,162,1,1,5,Tarjeta
31088,M,33,Pichincha,2.18,38.77,99,178,2,5,4,91,2,No,950,0,0,14,Efectivo
31089,M,42,Loja,0.86,66.73,103,471,14,4,3,74,2,No,358,0,1,8,PayPal
31090,F,36,Guayas,3.97,21.41,69,485,16,1,1,36,5,No,1974,1,0,2,PayPal
31091,M,62,Zamora Chinchipe,0.73,52.08,41,366,16,1,2,9,5,No,1546,1,1,1,Transferencia
31092,F,43,Macas,0.36,36.09,61,466,4,4,0,31,3,Sí,261,1,1,0,Efectivo
31093,F,60,Orellana,0.22,47.77,93,389,1,1,3,50,5,No,1474,1,0,2,Efectivo
31094,M,24,Pichincha,1.54,24.93,44,320,11,1,1,83,3,No,92,0,0,5,Efectivo
31095,M,53,Tulcán,0.2,19.1,112,70,3,3,2,75,4,Sí,844,1,0,7,Transferencia
31096,F,53,Los Ríos,4.7,46.6,114,548,15,3,2,63,3,No,676,1,1,10,Transferencia
31097,F,37,Sucumbíos,1.35,31.15,92,346,11,4,3,50,3,No,1568,0,0,13,Transferencia
31098,M,32,Tulcán,0.02,43.33,14,202,6,2,2,70,6,No,1317,1,1,12,Efectivo
31099,F,60,Cañar,3.95,58.08,4,388,8,1,2,22,1,No,1134,0,0,14,Transferencia
31100,F,48,Zamora,0.26,51.91,26,571,4,5,1,35,8,No,266,0,1,6,Tarjeta
31101,M,54,Zamora Chinchipe,1.88,40.52,53,556,11,3,2,51,9,No,1834,0,0,2,Tarjeta
31102,M,37,Zamora,2.95,46.83,28,90,15,5,2,95,4,No,1165,1,0,14,Efectivo
31103,F,39,Manabí,4.81,46.76,101,315,16,5,1,35,3,No,1804,1,0,11,PayPal
31104,F,66,Ibarra,1.68,31.06,75,473,8,4,2,4,5,No,1876,0,0,8,PayPal
31105,F,34,Santa Elena,2.36,59.43,24,363,12,4,2,41,4,No,1241,0,0,10,Efectivo
31106,F,19,Pichincha,2.31,18.36,103,576,8,2,1,94,4,No,374,1,1,9,Efectivo
31107,F,46,El Oro,1.83,21.94,34,396,12,4,2,18,3,No,1869,0,1,0,Transferencia
31108,M,20,Guaranda,2.02,39.58,35,442,10,4,2,97,2,No,162,0,1,9,Efectivo
31109,F,28,Macas,2.63,40.39,54,379,11,5,2,32,9,No,1452,0,1,12,Transferencia
31110,M,50,Pichincha,0.05,26.09,8,302,16,5,3,62,3,No,324,0,0,0,PayPal
31111,F,22,Manabí,3.74,15.57,84,219,14,1,1,61,9,Sí,781,1,0,12,Tarjeta
31112,M,22,Guayaquil,2.57,29.74,95,394,12,2,1,47,2,No,1089,0,1,0,Transferencia
31113,M,68,Puerto Baquerizo Moreno,2.77,65.69,106,350,13,1,1,13,0,No,604,0,1,10,Transferencia
31114,F,27,Guayas,2.5,66.39,31,529,19,4,0,91,9,Sí,1377,0,1,13,Efectivo
31115,M,46,Pichincha,3.58,24.06,83,487,12,1,3,86,9,Sí,1959,0,1,7,Efectivo
31116,M,46,Galápagos,0.63,16.9,46,207,7,2,2,50,4,No,1040,1,0,14,Transferencia
31117,M,45,Guayas,7.48,42.63,65,474,13,2,5,55,4,No,1740,1,1,2,Tarjeta
31118,M,40,Chimborazo,0.52,12.7,3,592,13,4,2,31,7,Sí,627,1,1,9,PayPal
31119,F,22,Cañar,2.33,33.77,24,123,2,3,1,40,6,Sí,1105,0,1,0,Efectivo
31120,M,34,Guayaquil,0.2,32.55,66,325,3,1,2,70,0,Sí,1092,1,1,1,PayPal
31121,M,31,Santo Domingo de los Tsáchilas,0.47,43.13,109,205,7,5,1,52,4,No,362,0,1,13,PayPal
31122,M,60,Azogues,0.36,13.42,42,234,9,4,1,59,5,No,1077,0,1,12,Efectivo
31123,F,49,Santo Domingo de los Tsáchilas,2.42,38.15,83,113,1,4,0,5,1,Sí,1034,1,1,3,Tarjeta
31124,F,20,Pastaza,1.74,71.91,9,540,10,4,0,80,4,Sí,1482,1,0,4,PayPal
31125,F,48,Tena,1.38,35.89,64,69,8,3,2,57,2,Sí,1668,1,0,9,Transferencia
31126,M,18,Puerto Baquerizo Moreno,0.52,48.12,48,324,6,2,1,35,2,No,1786,1,1,6,Efectivo
31127,F,38,Cotopaxi,1.04,25.92,32,445,14,3,1,61,4,No,1488,0,0,10,Transferencia
31128,M,35,Santo Domingo,7.61,76.25,57,264,8,2,4,45,6,No,392,1,0,11,Tarjeta
31129,M,19,Santa Elena,1.09,52.74,53,486,12,4,1,9,4,No,1366,1,0,0,Tarjeta
31130,F,27,Babahoyo,0.43,27.68,92,216,19,4,3,84,0,No,1247,1,0,8,PayPal
31131,M,61,Latacunga,0.45,45.83,114,563,8,1,1,94,6,Sí,1636,1,0,13,Efectivo
31132,F,38,Portoviejo,0.87,51.47,113,543,5,5,1,49,0,No,722,0,0,6,PayPal
31133,F,20,Cañar,0.51,38.65,53,374,2,3,1,36,0,No,1093,1,1,3,Efectivo
31134,M,64,Esmeraldas,0.11,51.7,37,64,5,1,1,29,3,No,1483,1,1,12,PayPal
31135,M,29,Latacunga,0.59,43.94,7,224,12,4,0,86,5,No,725,1,1,5,PayPal
31136,M,30,Tulcán,0.65,49.97,29,386,16,4,3,57,3,Sí,847,1,1,5,Transferencia
31137,M,51,Santa Elena,1.19,40.01,89,183,17,4,5,56,2,No,981,0,1,11,Efectivo
31138,F,39,Guayas,0.73,32.95,60,262,5,4,1,39,9,No,129,1,1,14,Efectivo
31139,M,38,Tulcán,0.63,54.16,47,144,19,1,0,8,0,No,1912,0,0,3,Transferencia
31140,F,43,Santo Domingo,9.75,19.48,47,526,19,5,2,95,3,No,89,1,0,10,Transferencia
31141,F,36,Nueva Loja,0.76,52.14,91,205,16,3,3,40,4,No,1109,1,0,10,Tarjeta
31142,M,32,Tulcán,0.52,66.77,36,364,19,3,4,17,9,No,1996,0,0,12,PayPal
31143,F,63,Galápagos,0.11,43.87,62,104,15,5,1,98,0,Sí,1917,1,1,3,PayPal
