cliente_id,genero,edad,ubicacion,frecuencia_compra,promedio_gasto,dias_desde_ultima_compra,tiempo_promedio_sesion,paginas_vistas_promedio,nivel_satisfaccion,carritos_abandonados,total_compras,email_abierto_30d,cliente_abandona
45143,M,43,Babahoyo,2.06,12.63,48,301,11,1,0,57,5,Sí
45144,F,23,Guaranda,2.83,59.79,40,399,9,3,0,43,0,Sí
45145,F,56,Tena,4.08,38.45,35,164,11,4,2,68,4,No
45146,F,34,Morona Santiago,4.65,91.54,56,78,11,4,4,16,0,No
45147,M,23,Tulcán,1.81,63.33,26,154,6,2,0,95,5,No
45148,F,45,Manabí,0.97,37.04,85,549,17,3,4,54,6,No
45149,M,26,Zamora Chinchipe,2.95,38.25,74,129,13,1,4,46,1,No
45150,M,44,Zamora Chinchipe,4.49,21.62,46,528,14,1,1,1,1,No
45151,M,52,Loja,1.32,49.39,53,380,6,4,4,17,7,No
45152,M,63,Guayas,2.55,16.16,73,113,10,5,2,24,2,Sí
45153,M,23,Esmeraldas,2.48,49.66,39,166,17,5,2,71,9,No
45154,M,21,Tungurahua,4.64,20.85,23,594,6,5,2,52,2,No
45155,M,33,Tungurahua,2.34,70.95,58,308,8,5,0,74,1,No
45156,F,40,Machala,2.73,68.6,36,452,14,2,2,10,2,No
45157,M,65,Zamora,0.78,85.45,87,501,15,4,2,83,6,No
45158,F,40,Zamora,2.35,93.02,117,88,19,3,4,89,9,Sí
45159,M,46,Riobamba,1.77,68.85,96,512,2,5,0,48,0,No
45160,M,58,Guayaquil,1.19,23.89,12,490,18,3,4,23,2,Sí
45161,M,21,Loja,2.59,55.74,100,328,4,1,0,55,8,No
45162,F,57,Santa Elena,3.88,94.71,70,38,5,3,2,11,5,No
45163,M,57,Guayas,0.97,27.93,19,511,17,3,4,80,8,Sí
45164,M,41,Cuenca,0.79,45.04,25,215,12,3,0,35,2,Sí
45165,F,23,Napo,0.71,77.32,105,511,10,3,2,92,9,Sí
45166,F,57,Ambato,3.84,78.7,87,487,16,2,0,94,3,No
45167,F,23,Guayas,3.96,95.45,119,268,5,5,3,67,6,No
45168,F,31,Macas,4.45,32.25,92,252,1,2,2,3,1,Sí
45169,M,31,Cotopaxi,4.82,87.25,89,583,13,4,3,69,1,Sí
45170,M,67,Guayas,1.95,14.73,55,432,4,4,1,95,5,No
45171,F,62,Guaranda,1.77,23.12,95,249,10,3,4,2,5,No
45172,M,64,Machala,4.96,94.87,39,295,1,1,0,3,3,Sí
45173,F,52,Orellana,0.8,89.27,55,93,15,5,2,30,7,No
45174,F,23,Guayaquil,0.3,15.48,103,191,12,4,1,45,8,No
45175,F,40,Chimborazo,1.99,16.09,114,158,1,3,1,52,9,Sí
45176,M,37,Babahoyo,0.53,41.67,60,242,15,2,1,90,8,No
45177,F,34,Francisco de Orellana,1.98,46.0,16,79,10,1,4,33,7,Sí
45178,M,37,Guayas,2.12,52.1,57,253,17,1,4,15,2,No
45179,M,65,Tulcán,3.23,59.36,63,74,3,2,4,47,9,Sí
45180,M,23,Ibarra,3.75,21.76,32,592,13,3,3,96,5,No
45181,F,57,Portoviejo,3.27,98.78,55,106,12,5,0,15,2,Sí
45182,M,45,Macas,3.57,96.21,98,376,8,4,4,11,5,No
45183,F,30,Ibarra,1.91,46.8,102,82,11,1,1,61,2,Sí
45184,M,46,Cuenca,2.34,53.9,41,111,12,5,4,36,6,No
45185,M,62,Babahoyo,3.6,42.68,30,40,2,2,2,70,7,Sí
45186,M,37,Puyo,0.82,68.56,46,442,17,2,3,63,4,No
45187,F,34,Carchi,3.59,72.94,19,460,16,1,4,17,9,No
45188,F,52,Imbabura,4.76,58.18,42,423,8,5,2,17,4,No
45189,F,62,Imbabura,0.96,93.19,106,457,13,5,1,13,5,Sí
45190,F,56,Guayaquil,2.03,41.2,15,543,4,3,2,25,0,Sí
45191,M,69,Tulcán,2.95,33.41,69,473,13,1,0,32,2,Sí
45192,M,54,Ambato,3.62,69.01,11,355,16,1,2,76,3,Sí
45193,F,60,Riobamba,1.33,24.63,102,339,13,5,2,37,1,No
45194,F,40,Babahoyo,2.96,61.95,16,492,18,1,1,90,0,Sí
45195,F,35,Quito,4.68,39.1,64,313,16,3,0,53,4,No
45196,F,53,Zamora,1.85,22.36,61,159,15,2,0,41,6,Sí
45197,M,37,Tulcán,2.89,38.48,71,72,4,3,1,80,2,No
45198,F,24,Zamora,3.16,28.23,70,247,6,4,2,45,4,No
45199,F,53,Guayaquil,4.45,66.65,114,459,10,1,3,99,3,Sí
45200,M,59,Nueva Loja,1.62,14.65,58,173,5,1,3,58,6,Sí
45201,F,18,Orellana,4.38,83.65,73,446,15,5,4,11,8,Sí
45202,M,66,Morona Santiago,3.4,62.58,87,569,16,4,4,38,3,No
45203,F,54,Santo Domingo,3.61,87.14,89,373,16,3,4,86,7,Sí
45204,M,66,Tena,0.42,24.42,2,501,7,3,3,67,7,Sí
45205,F,52,Imbabura,1.85,52.5,97,474,19,4,3,20,4,Sí
45206,F,58,Bolívar,0.68,70.11,33,484,8,5,3,69,7,No
45207,F,20,Guaranda,2.85,23.12,86,531,2,5,4,79,3,Sí
45208,F,52,Santo Domingo de los Tsáchilas,4.2,11.26,98,275,18,3,2,3,5,No
45209,F,46,Azuay,2.11,94.87,14,184,18,5,4,57,3,No
45210,M,26,Napo,1.21,80.27,64,215,2,5,3,96,3,No
45211,F,54,Nueva Loja,1.59,80.4,53,90,3,4,2,6,6,No
45212,M,59,Puerto Baquerizo Moreno,2.91,92.85,63,510,8,4,3,13,8,No
45213,M,64,Carchi,3.86,62.03,8,194,16,5,2,66,1,No
45214,M,42,Ibarra,3.48,67.74,51,522,5,1,1,4,7,No
45215,M,29,Francisco de Orellana,4.72,28.81,72,289,16,5,4,68,6,No
45216,F,55,Puerto Baquerizo Moreno,4.43,52.33,95,179,4,2,0,25,7,Sí
45217,F,24,Cuenca,0.61,24.18,47,407,13,4,1,52,9,Sí
45218,F,24,Portoviejo,3.55,18.9,112,424,7,3,4,65,8,No
45219,F,21,Ibarra,2.03,32.98,18,492,16,4,0,68,3,No
45220,M,62,Orellana,1.75,51.36,90,176,11,1,0,21,3,No
45221,M,64,Chimborazo,2.43,67.44,55,564,3,1,2,61,5,No
45222,M,48,Ambato,3.85,55.39,90,473,17,3,4,22,0,No
45223,F,67,Puerto Baquerizo Moreno,2.14,90.5,74,239,2,3,0,43,5,Sí
45224,F,67,Francisco de Orellana,4.12,39.42,103,325,9,5,3,7,6,No
45225,F,56,Azogues,2.41,86.21,90,345,4,2,4,8,9,No
45226,F,27,Santo Domingo,0.4,49.21,85,251,6,2,2,71,9,Sí
45227,M,65,Manabí,3.19,22.42,77,595,1,4,1,63,5,No
45228,F,40,Loja,3.93,87.93,21,464,9,5,4,99,0,No
45229,F,43,Pichincha,1.65,54.04,5,250,18,2,1,81,0,Sí
45230,M,40,Pichincha,1.19,22.6,89,369,15,5,2,82,5,No
45231,M,46,Santo Domingo de los Tsáchilas,3.24,26.93,117,411,15,4,2,2,4,Sí
45232,F,25,Latacunga,1.83,16.5,107,526,14,2,0,85,1,Sí
45233,F,36,Esmeraldas,4.54,67.98,66,35,8,1,2,81,2,No
45234,M,46,Nueva Loja,3.86,42.68,1,336,13,1,2,14,4,No
45235,F,60,Riobamba,2.36,96.98,116,231,9,1,2,31,4,Sí
45236,M,23,Guaranda,4.88,58.46,101,66,10,2,1,14,0,No
45237,M,46,Quito,1.79,32.09,34,293,10,1,3,15,1,No
45238,F,41,Quito,2.28,63.0,87,156,14,1,3,14,3,No
45239,M,27,Francisco de Orellana,3.28,97.9,86,269,1,5,0,51,9,Sí
45240,F,68,Orellana,2.61,12.08,75,526,15,4,1,71,9,No
45241,F,31,Machala,1.79,25.29,3,100,2,5,2,8,5,Sí
45242,F,69,Guaranda,2.15,93.53,93,335,18,2,0,46,5,No
45243,F,23,Francisco de Orellana,4.33,12.21,75,257,16,2,3,21,9,Sí
45244,M,21,Tulcán,1.07,96.7,94,460,6,3,0,94,4,No
45245,F,69,Guayaquil,1.66,66.5,58,505,6,5,3,93,6,No
45246,F,32,Guayaquil,1.07,30.85,13,466,17,4,3,70,9,No
45247,M,54,Francisco de Orellana,2.61,18.07,95,210,7,3,4,10,0,Sí
45248,F,65,Nueva Loja,0.89,19.37,112,102,16,5,4,1,4,No
45249,F,56,Macas,0.94,85.4,55,243,17,1,0,85,7,No
45250,F,45,Cañar,4.19,83.93,45,455,17,2,3,21,2,No
45251,F,19,Cuenca,3.54,85.05,30,74,13,4,3,58,8,Sí
45252,M,30,Chimborazo,1.02,96.46,64,293,5,4,1,41,8,No
45253,M,19,Azogues,1.99,45.15,100,496,7,1,0,27,7,No
45254,F,58,Galápagos,4.59,92.43,84,460,19,2,0,19,7,No
45255,M,49,Guaranda,4.36,24.54,44,148,1,2,1,41,7,No
45256,M,69,Santo Domingo,3.31,94.53,42,596,13,3,0,68,4,Sí
45257,M,22,Ambato,1.49,31.93,70,344,18,3,3,35,1,No
45258,M,20,Azogues,1.93,46.72,15,296,7,4,0,7,6,Sí
45259,F,19,Puyo,3.3,56.38,81,450,19,3,1,18,6,Sí
45260,M,31,Imbabura,2.85,82.29,84,343,11,4,0,13,7,No
45261,F,57,Azogues,2.85,45.04,109,211,4,2,2,29,6,Sí
45262,F,69,Cuenca,2.17,40.74,71,561,14,3,0,1,1,No
45263,M,61,Puyo,0.54,98.45,52,371,2,4,2,29,4,No
45264,F,66,Latacunga,0.7,16.71,57,48,14,1,2,63,1,No
45265,M,46,Los Ríos,4.19,12.3,36,590,5,5,4,61,9,Sí
45266,F,65,Francisco de Orellana,4.43,15.1,20,42,5,5,0,16,4,No
45267,F,55,Latacunga,4.48,92.28,73,348,15,5,4,74,5,No
45268,M,23,Santa Elena,2.43,30.95,119,349,7,5,0,28,3,No
45269,F,67,Guayas,4.68,13.93,70,108,13,4,2,78,6,Sí
45270,M,51,Tulcán,4.2,75.59,35,475,7,3,3,65,0,Sí
45271,F,25,Ibarra,1.98,67.64,55,159,3,2,4,79,9,Sí
45272,F,63,Carchi,1.19,81.26,34,81,4,4,1,18,1,No
45273,M,19,Santo Domingo de los Tsáchilas,3.67,57.13,42,146,3,3,3,44,4,Sí
45274,M,43,Babahoyo,3.65,25.94,69,585,2,2,2,77,5,Sí
45275,M,34,Chimborazo,4.46,36.15,92,306,12,5,0,40,3,No
45276,F,41,Riobamba,0.35,15.51,99,516,19,2,4,20,9,Sí
45277,M,48,Portoviejo,1.83,73.35,113,377,16,3,2,11,8,Sí
45278,M,33,Azuay,0.27,68.29,0,229,10,4,4,50,8,No
45279,M,67,Guayas,1.13,71.26,46,385,11,1,0,45,1,Sí
45280,M,38,Los Ríos,2.06,97.99,14,127,19,4,2,8,2,Sí
45281,F,55,Santa Elena,0.7,15.42,76,238,12,1,0,37,6,Sí
45282,F,43,Manabí,4.13,15.86,8,206,5,3,2,57,6,No
45283,F,34,Chimborazo,1.09,76.45,99,518,17,5,1,48,3,No
45284,F,67,Puyo,2.12,97.55,75,271,13,3,3,30,4,No
45285,F,63,Bolívar,4.03,58.84,8,299,7,3,4,77,7,Sí
45286,F,59,Cotopaxi,0.67,83.14,6,481,14,1,1,89,1,No
45287,M,21,Ambato,3.14,64.84,76,512,3,5,1,16,7,No
45288,F,67,Cuenca,4.71,93.92,80,509,12,1,4,10,7,Sí
45289,M,60,Orellana,2.33,27.97,41,545,7,2,4,9,2,No
45290,M,65,Portoviejo,1.28,42.59,68,373,2,4,1,67,1,Sí
45291,M,21,Puerto Baquerizo Moreno,4.72,65.15,5,595,16,3,1,28,6,Sí
45292,M,36,Tulcán,0.37,27.88,39,191,10,1,3,79,4,Sí
45293,F,55,Guayaquil,1.63,85.07,26,564,8,2,1,51,8,Sí
45294,F,42,Guayas,4.1,81.81,37,560,16,3,0,30,3,No
45295,F,25,Ambato,0.85,74.71,71,315,6,1,1,41,2,No
45296,M,35,Manabí,0.51,65.81,0,182,19,5,0,47,0,No
45297,F,68,Bolívar,2.34,29.73,98,554,6,2,4,58,7,Sí
45298,F,35,Latacunga,1.73,88.3,0,374,11,4,1,44,6,Sí
45299,F,65,Santo Domingo de los Tsáchilas,4.01,61.98,13,567,14,4,2,38,7,Sí
45300,F,24,Machala,1.75,29.07,20,172,2,1,3,3,2,Sí
45301,F,34,Imbabura,3.38,76.32,50,464,3,1,1,86,0,No
45302,F,20,Puerto Baquerizo Moreno,2.84,12.85,113,328,11,5,1,34,0,Sí
45303,M,39,Bolívar,3.03,29.62,54,55,1,4,0,80,2,No
45304,M,32,Tungurahua,2.6,30.42,109,279,14,2,4,43,7,No
45305,F,48,Cuenca,0.76,36.25,59,121,18,4,0,11,1,Sí
45306,M,53,Nueva Loja,0.4,13.09,17,136,7,2,2,90,6,No
45307,M,43,Tulcán,2.77,85.83,90,333,9,1,3,4,1,Sí
45308,F,65,Los Ríos,3.28,18.76,75,547,12,3,1,3,1,Sí
45309,M,31,Chimborazo,3.65,84.63,98,294,7,1,0,5,5,Sí
45310,F,34,Cañar,3.64,26.22,37,550,13,5,4,85,4,No
45311,M,26,Ibarra,3.73,85.69,35,76,16,3,0,91,2,No
45312,F,24,Ibarra,0.2,12.62,7,520,19,3,0,42,4,No
45313,M,63,Bolívar,1.2,80.6,102,269,4,5,2,83,3,Sí
45314,M,44,Cañar,3.67,57.95,110,489,13,2,3,49,8,No
45315,M,45,Napo,0.71,29.47,70,536,13,2,3,54,0,Sí
45316,M,29,Pichincha,1.01,46.58,2,130,5,2,3,12,4,Sí
45317,F,34,Francisco de Orellana,3.33,18.74,7,434,1,1,2,12,5,No
45318,M,26,Nueva Loja,4.06,22.35,29,177,11,5,2,72,1,Sí
45319,F,61,Ibarra,0.9,43.04,39,52,4,2,4,80,6,Sí
45320,F,61,Quito,2.8,47.12,39,565,11,4,1,83,3,No
45321,M,25,Portoviejo,0.99,79.84,42,261,18,2,3,27,3,No
45322,M,44,Portoviejo,1.12,78.07,91,39,8,2,4,40,6,No
45323,F,59,Macas,2.46,31.61,106,66,15,5,1,93,3,No
45324,M,29,Tulcán,3.4,26.55,67,384,8,5,1,4,7,Sí
45325,F,54,Azuay,2.91,25.15,2,43,15,2,0,69,1,No
45326,M,37,Portoviejo,0.55,63.17,82,221,14,3,3,16,3,No
45327,F,18,Nueva Loja,1.5,62.25,18,339,8,1,3,65,8,No
45328,M,26,Cotopaxi,4.7,19.44,20,172,8,2,2,69,4,No
45329,M,64,Cañar,3.18,40.64,68,479,17,4,2,23,2,Sí
45330,F,41,Santo Domingo de los Tsáchilas,3.32,88.69,107,365,1,3,1,91,2,Sí
45331,F,51,Tungurahua,1.13,94.81,94,287,10,2,2,5,0,No
45332,F,53,Pastaza,4.8,97.47,24,50,19,4,0,11,8,Sí
45333,M,21,Chimborazo,1.11,72.43,112,160,9,1,3,70,3,No
45334,M,46,Quito,1.33,13.39,92,428,12,2,3,72,6,No
45335,M,40,Francisco de Orellana,2.6,53.67,16,562,13,3,1,93,9,No
45336,M,52,Chimborazo,2.53,31.89,20,104,17,1,0,27,6,No
45337,F,33,Nueva Loja,0.26,89.92,65,455,7,5,4,48,2,Sí
45338,F,25,Macas,3.74,13.81,43,32,4,1,4,13,1,No
45339,M,44,Cuenca,0.57,20.17,11,425,18,5,1,29,7,No
45340,M,56,Macas,0.36,35.76,53,435,18,2,1,65,9,No
45341,M,29,Quito,2.59,73.08,2,285,18,4,4,74,5,Sí
45342,F,61,Puerto Baquerizo Moreno,0.34,94.26,108,110,10,3,3,36,4,No
45343,F,21,Macas,1.08,44.94,58,67,12,4,0,66,2,No
45344,M,64,Zamora Chinchipe,2.02,40.75,62,401,3,2,2,68,8,No
45345,F,42,Azogues,3.06,80.44,99,106,8,3,4,38,1,Sí
45346,M,23,Ambato,3.94,90.84,63,530,10,3,4,96,7,Sí
45347,M,20,Tungurahua,1.52,17.88,92,577,7,2,2,14,7,Sí
45348,F,56,Portoviejo,2.41,98.75,115,528,11,2,4,97,0,Sí
45349,F,41,Galápagos,4.78,55.88,117,60,17,2,1,86,8,No
45350,F,38,Riobamba,2.01,99.48,90,369,6,1,3,82,7,Sí
45351,F,23,Tena,3.58,11.14,52,141,10,5,4,76,6,Sí
45352,M,50,Imbabura,1.43,90.19,78,191,1,5,3,76,7,Sí
45353,F,25,Tulcán,3.15,18.88,11,260,17,3,2,6,0,No
45354,F,50,Tulcán,4.04,80.0,110,68,1,3,3,5,3,No
45355,F,65,Napo,4.58,10.03,110,427,12,4,0,11,5,Sí
45356,F,20,Tena,4.69,22.27,97,416,9,2,4,86,8,No
45357,M,19,Pastaza,1.58,24.49,67,94,17,2,2,54,0,No
45358,M,55,Los Ríos,1.08,64.65,15,269,12,2,3,81,8,Sí
45359,F,57,Portoviejo,4.09,72.46,100,210,10,5,2,76,5,No
45360,F,56,Nueva Loja,3.19,18.1,100,398,16,5,2,2,0,Sí
45361,M,56,Tena,2.13,46.53,58,142,3,3,3,95,6,No
45362,M,41,Quito,0.28,73.16,73,161,15,4,0,78,3,No
45363,F,38,Sucumbíos,1.61,91.86,17,353,3,3,3,33,4,No
45364,M,68,Pastaza,0.65,27.06,16,224,4,3,1,34,6,Sí
45365,M,35,Napo,2.51,48.23,70,423,19,2,3,63,3,No
45366,M,52,Portoviejo,4.15,30.52,2,351,9,5,1,65,3,Sí
45367,M,28,Carchi,1.63,13.32,36,345,5,2,1,13,1,No
45368,F,28,Puerto Baquerizo Moreno,1.85,51.04,40,560,2,5,1,1,4,Sí
45369,M,20,Puerto Baquerizo Moreno,3.94,47.77,97,94,6,3,2,27,0,No
45370,M,40,Ambato,2.33,83.94,119,265,14,4,0,20,3,Sí
45371,F,18,Azuay,3.37,90.15,20,50,12,3,3,59,1,Sí
45372,F,40,Santo Domingo de los Tsáchilas,1.02,41.8,60,436,14,5,2,39,2,Sí
45373,F,39,Machala,1.33,73.75,6,300,6,3,2,16,2,No
45374,M,59,Tulcán,3.21,62.01,22,412,5,1,0,48,5,No
45375,F,47,Azogues,0.65,79.3,3,557,10,1,4,69,7,No
45376,M,19,Ambato,0.96,23.17,22,364,8,2,0,42,3,No
45377,F,34,Azuay,1.66,83.17,29,433,8,5,1,8,2,No
45378,M,58,Latacunga,0.98,64.24,53,47,4,5,0,52,8,No
45379,F,67,Babahoyo,4.88,79.07,74,538,4,2,3,7,7,Sí
45380,F,37,Esmeraldas,1.36,47.8,24,545,17,4,4,89,1,No
45381,M,26,Tulcán,4.78,10.74,10,402,10,3,0,3,6,Sí
45382,F,28,Santa Elena,4.25,92.62,73,310,11,2,2,7,6,No
45383,F,34,Azogues,1.73,75.56,67,495,15,3,4,5,7,Sí
45384,F,31,Santa Elena,2.79,72.17,5,417,16,5,2,98,1,No
45385,F,35,Machala,1.76,52.59,31,58,7,2,4,80,7,No
45386,F,35,Tena,3.55,13.95,3,364,11,3,4,54,5,Sí
45387,M,61,Nueva Loja,1.87,22.4,8,104,4,3,2,33,2,Sí
45388,M,67,Tena,2.38,49.47,42,328,16,5,3,7,3,No
45389,F,25,Nueva Loja,3.62,81.4,111,500,1,2,3,98,8,No
45390,F,46,Zamora Chinchipe,2.14,90.08,9,228,8,5,0,83,5,No
45391,M,25,Pichincha,3.48,51.2,63,203,3,1,2,30,3,No
45392,M,43,Ibarra,1.91,99.55,27,136,16,5,3,59,1,No
45393,F,45,Riobamba,2.06,98.18,48,239,7,3,3,61,4,Sí
45394,M,25,Zamora Chinchipe,1.67,42.73,113,144,1,5,4,8,3,No
45395,F,37,Babahoyo,4.95,15.83,46,536,5,5,2,70,6,No
45396,F,64,Machala,2.57,54.36,12,176,15,5,1,56,1,No
45397,F,25,Quito,1.19,98.15,31,455,10,5,2,19,3,Sí
45398,F,31,Esmeraldas,2.88,42.92,119,551,8,1,2,19,9,No
45399,M,30,Francisco de Orellana,2.4,41.63,52,318,6,1,2,62,6,Sí
45400,M,57,Morona Santiago,3.92,37.36,37,402,4,3,3,23,9,Sí
45401,M,34,Santo Domingo de los Tsáchilas,4.69,95.5,43,509,12,4,4,51,6,No
45402,F,68,Napo,0.64,26.95,53,256,10,1,3,70,0,No
45403,M,43,Guaranda,4.91,49.18,80,128,14,3,4,8,6,Sí
45404,F,23,Tungurahua,0.91,28.4,118,40,14,4,3,54,7,No
45405,F,34,Cañar,1.44,20.06,17,445,17,3,2,25,1,Sí
45406,M,21,Chimborazo,3.9,49.28,70,313,10,2,3,43,0,Sí
45407,F,42,Santo Domingo,0.86,82.53,13,534,9,5,4,78,4,Sí
45408,F,24,Santo Domingo de los Tsáchilas,4.11,10.7,95,216,4,1,4,43,3,No
45409,F,34,Quito,3.4,53.65,106,341,11,4,1,13,5,No
45410,M,39,Azuay,4.05,55.53,58,157,19,3,1,77,5,Sí
45411,F,45,Guaranda,2.86,16.84,73,53,2,1,0,78,6,Sí
45412,M,67,Manabí,4.92,98.05,116,379,16,2,1,84,8,No
45413,F,23,Macas,3.01,27.8,51,71,4,3,0,31,3,No
45414,M,47,Puerto Baquerizo Moreno,2.04,91.6,90,465,2,5,3,22,0,No
45415,F,27,Zamora Chinchipe,4.84,30.64,63,510,5,1,4,19,7,No
45416,M,67,Orellana,0.46,57.22,104,332,10,2,1,2,0,No
45417,M,56,Zamora,2.62,82.02,40,81,18,1,3,98,7,No
45418,F,31,Chimborazo,3.2,95.48,5,131,1,3,0,75,1,No
45419,F,63,Portoviejo,1.79,46.13,64,517,12,5,3,39,5,No
45420,F,59,Santo Domingo,0.55,16.31,32,111,4,1,1,84,0,No
45421,F,39,Riobamba,2.11,12.07,9,366,19,5,3,92,8,Sí
45422,M,58,Nueva Loja,4.07,88.64,49,44,17,5,1,84,6,No
45423,F,43,Sucumbíos,2.9,53.08,81,84,16,2,4,38,5,No
45424,M,27,Macas,3.81,23.5,41,103,6,5,1,93,5,Sí
45425,F,19,Orellana,3.62,51.77,62,364,7,2,3,54,8,Sí
45426,M,20,Cañar,1.5,30.02,79,515,13,3,0,75,9,Sí
45427,M,65,Pastaza,1.34,72.95,39,108,3,2,1,70,7,No
45428,M,59,Guayas,3.98,46.67,10,153,7,4,4,9,1,No
45429,F,28,Sucumbíos,0.93,75.53,43,176,19,3,4,30,7,Sí
45430,F,27,Puyo,2.87,78.85,82,425,3,3,4,77,6,No
45431,M,29,Portoviejo,4.79,43.68,91,596,13,4,1,41,0,Sí
45432,M,31,Bolívar,2.67,69.69,0,497,15,2,3,90,5,No
45433,M,47,Los Ríos,4.05,79.64,101,437,15,1,2,92,5,No
45434,M,58,El Oro,1.36,14.59,23,535,18,4,2,47,3,Sí
45435,M,30,Machala,0.38,27.38,94,177,18,1,1,33,7,No
45436,F,47,Latacunga,1.81,98.41,46,54,12,3,0,42,6,No
45437,M,55,Riobamba,2.92,10.65,30,402,11,3,1,99,0,Sí
45438,F,28,Guayas,3.24,38.16,62,466,5,3,2,32,3,Sí
45439,F,18,Puyo,2.73,80.4,74,450,13,4,0,4,4,No
45440,F,44,Tena,2.22,38.47,12,434,9,2,2,54,4,No
45441,M,64,Cotopaxi,4.93,83.75,37,494,10,5,3,75,2,No
45442,M,56,Zamora,3.47,21.91,67,131,9,5,4,48,6,Sí
45443,M,60,Chimborazo,4.77,88.91,24,194,19,5,0,16,0,No
45444,M,66,Babahoyo,0.97,52.54,63,256,9,5,3,45,1,Sí
45445,F,54,Macas,5.0,13.32,41,89,2,1,1,9,3,No
45446,F,26,Guayaquil,3.54,66.1,103,97,13,4,2,84,7,No
45447,F,65,Manabí,4.86,34.95,45,399,11,3,4,31,2,Sí
45448,M,60,Tungurahua,3.07,73.04,16,127,13,2,2,50,0,No
45449,M,43,Zamora,0.85,91.25,5,193,8,2,0,26,6,No
45450,M,42,Riobamba,1.81,17.53,87,491,8,4,1,64,8,No
45451,M,34,Latacunga,0.36,31.98,35,123,12,3,0,10,3,No
45452,M,23,Macas,0.84,45.2,90,458,15,3,3,39,9,Sí
45453,M,32,Macas,4.99,96.39,72,32,13,1,2,76,8,Sí
45454,F,20,Morona Santiago,4.59,46.5,78,499,12,5,0,40,6,Sí
45455,F,48,Santo Domingo,4.52,20.2,56,558,16,5,1,66,5,No
45456,M,45,Pastaza,0.11,36.79,17,169,16,4,2,85,4,No
45457,F,26,Macas,2.31,11.74,60,482,7,5,0,12,2,No
45458,F,61,Puyo,3.93,27.21,88,152,18,5,4,70,5,Sí
45459,F,68,Cuenca,1.21,64.87,50,296,4,5,1,72,4,No
45460,F,35,Napo,2.16,25.19,118,34,12,1,0,39,6,Sí
45461,M,65,Riobamba,1.1,92.54,41,40,16,3,1,7,3,Sí
45462,F,57,Ibarra,3.49,74.2,77,323,2,4,3,84,6,Sí
45463,M,49,Bolívar,3.55,71.94,70,302,5,3,3,60,2,Sí
45464,M,36,Cotopaxi,1.49,50.25,28,251,10,1,0,12,8,Sí
45465,F,22,Cañar,2.44,80.23,1,497,11,5,4,93,2,No
45466,M,61,Santo Domingo,2.31,26.87,38,399,18,1,2,66,8,No
45467,F,23,Azogues,3.91,49.91,3,159,15,5,3,67,7,No
45468,M,29,Puyo,3.41,99.44,7,398,2,2,4,95,6,Sí
45469,M,64,Cotopaxi,0.43,35.81,71,536,18,2,4,6,5,Sí
45470,F,59,Francisco de Orellana,0.84,46.46,86,154,6,3,0,4,7,No
45471,F,34,El Oro,4.22,29.83,27,197,16,1,2,63,8,Sí
45472,M,56,Puyo,4.83,16.82,97,334,19,4,3,32,2,No
45473,F,24,Santo Domingo,3.22,46.32,54,521,5,3,2,50,5,No
45474,M,28,Guayaquil,1.89,23.07,3,109,13,5,3,19,1,No
45475,F,51,Latacunga,1.18,56.05,23,484,11,2,1,79,5,No
45476,M,19,Guayas,3.74,77.74,7,407,2,1,2,11,5,No
45477,M,31,Bolívar,3.23,86.33,64,431,9,5,1,94,1,No
45478,M,35,Loja,4.55,25.12,79,351,6,5,3,25,0,No
45479,M,65,Riobamba,4.53,91.15,30,347,14,3,4,41,3,Sí
45480,M,60,Carchi,1.61,42.35,23,169,1,2,0,13,9,No
45481,F,26,Imbabura,4.03,50.31,60,253,4,1,4,69,0,Sí
45482,M,56,Zamora Chinchipe,1.34,62.42,25,346,11,4,1,65,6,No
45483,F,21,Cotopaxi,3.93,23.41,75,561,16,1,2,84,4,No
45484,F,65,Galápagos,0.92,85.75,107,580,8,2,0,49,0,No
45485,M,31,Napo,1.8,81.04,62,562,17,1,4,48,7,Sí
45486,M,28,Cañar,0.52,52.56,51,469,9,3,0,27,3,No
45487,F,47,Machala,1.55,38.58,44,300,7,2,0,76,0,Sí
45488,M,57,Santa Elena,1.66,54.73,17,112,12,4,1,52,5,Sí
45489,M,60,Cotopaxi,3.38,68.89,55,151,12,5,0,75,4,No
45490,F,44,Bolívar,3.6,73.03,78,558,10,4,3,12,9,No
45491,F,46,Nueva Loja,2.98,49.39,35,194,2,1,2,22,0,No
45492,F,69,Guaranda,3.87,12.39,89,162,16,3,2,72,2,No
45493,F,49,Puerto Baquerizo Moreno,2.31,74.17,37,336,12,3,0,59,4,No
45494,F,66,Morona Santiago,3.18,38.78,53,224,7,4,0,24,5,No
45495,F,47,Zamora,1.86,89.09,73,422,6,1,0,23,4,Sí
45496,M,43,Zamora,2.65,47.95,23,552,10,5,0,97,9,No
45497,F,47,Guaranda,0.79,81.62,20,448,3,5,0,28,5,No
45498,F,68,Azogues,3.09,43.05,70,490,16,3,2,50,7,Sí
45499,M,27,Cuenca,1.1,43.38,44,495,3,5,0,15,9,Sí
45500,M,29,Galápagos,2.36,78.63,5,173,12,4,4,25,6,No
45501,M,50,El Oro,3.36,58.56,110,35,3,1,2,78,6,No
45502,M,51,Babahoyo,2.2,33.07,45,178,12,4,1,2,9,Sí
45503,M,35,Guayas,1.19,85.55,53,253,7,3,4,18,1,No
